hand,P1,B1,P2,B2,P3,B3,player_3rd,banker_3rd,xgb_prob,nn_prob,bet_made,unit_size,result,outcome,bankroll
8,0.0,0.0,0.0,6.0,8,x,1,0,0.7904,0.5395,Player,22,LOSS,2,439.0
9,0.0,0.0,1.0,9.0,9,0,0,0,0.4966,0.4976,Banker,0,NO BET,0,439.0
1,8.0,3.0,1.0,9.0,3,0,1,1,0.4516,0.497,Player,0,NO BET,0,490.0
2,0.0,0.0,8.0,2.0,5,4,1,1,0.4537,0.4976,Player,0,NO BET,0,490.0
3,0.0,7.0,6.0,0.0,6,0,1,0,0.7892,0.5391,Banker,24,WIN,2,514.0
4,0.0,0.0,9.0,9.0,0,2,0,0,0.4886,0.5061,Player,0,NO BET,0,514.0
5,7.0,4.0,8.0,3.0,0,0,1,1,0.458,0.5008,Tie,0,NO BET,0,514.0
6,0.0,0.0,0.0,0.0,8,0,0,0,0.4896,0.5048,Banker,0,NO BET,0,514.0
7,0.0,0.0,0.0,8.0,0,5,0,0,0.4896,0.5023,Player,0,NO BET,0,514.0
8,0.0,3.0,6.0,0.0,9,5,1,1,0.464,0.501,Player,0,NO BET,0,514.0
9,0.0,0.0,0.0,6.0,0,8,0,0,0.491,0.4969,Banker,0,NO BET,0,514.0
10,0.0,0.0,0.0,0.0,9,0,0,0,0.491,0.4962,Banker,0,NO BET,0,514.0
11,0.0,4.0,2.0,9.0,2,2,1,1,0.484,0.5046,Player,0,NO BET,0,514.0
12,0.0,5.0,2.0,2.0,0,4,1,0,0.726,0.5369,Player,24,LOSS,2,490.0
13,0.0,1.0,0.0,7.0,0,1,1,0,0.6765,0.5391,Banker,24,WIN,2,514.0
14,5.0,7.0,0.0,1.0,7,1,1,1,0.4742,0.5039,Player,0,NO BET,0,514.0
15,9.0,1.0,5.0,9.0,4,7,1,1,0.4734,0.5018,Player,0,NO BET,0,514.0
16,0.0,0.0,1.0,7.0,0,3,0,0,0.5188,0.5013,Player,0,NO BET,2,514.0
17,0.0,7.0,0.0,5.0,8,0,1,0,0.6719,0.5518,Player,24,LOSS,2,490.0
18,0.0,0.0,0.0,9.0,2,0,0,0,0.5143,0.5045,Player,0,NO BET,2,490.0
1,0.0,5.0,0.0,1.0,5,1,1,0,0.7902,0.5326,Tie,22,NO BET,2,479.0
2,2.0,0.0,4.0,8.0,0,6,1,1,0.4516,0.4905,Banker,0,NO BET,0,479.0
3,2.0,0.0,5.0,0.0,0,x,1,0,0.7892,0.5348,Banker,22,WIN,2,501.0
4,1.0,8.0,7.0,6.0,x,x,0,0,0.491,0.5023,Player,0,NO BET,0,501.0
5,6.0,1.0,2.0,0.0,x,x,0,0,0.492,0.5007,Banker,0,NO BET,0,501.0
6,3.0,1.0,8.0,7.0,5,4,1,1,0.4604,0.4936,Tie,0,NO BET,0,501.0
7,,,,,,,0,0,0.492,0.5008,Banker,0,NO BET,0,501.0
8,0.0,9.0,4.0,0.0,x,x,0,0,0.492,0.4996,Player,0,NO BET,0,501.0
9,5.0,0.0,4.0,1.0,7,8,1,1,0.4631,0.4957,Banker,0,NO BET,0,501.0
10,2.0,6.0,4.0,0.0,x,x,0,0,0.4954,0.4966,Player,0,NO BET,0,501.0
11,5.0,0.0,4.0,0.0,0,x,1,0,0.78,0.5305,Player,36,LOSS,2,465.0
12,0.0,3.0,2.0,4.0,3,x,1,0,0.7786,0.532,Tie,33,NO BET,2,465.0
13,4.0,3.0,9.0,2.0,x,x,0,0,0.4903,0.4957,Player,0,NO BET,0,465.0
14,7.0,0.0,9.0,1.0,x,0,0,1,0.2271,0.4704,Player,33,WIN,0,498.0
15,4.0,1.0,6.0,0.0,2,x,1,0,0.7654,0.5413,Player,36,LOSS,2,462.0
16,0.0,4.0,7.0,6.0,0,7,1,1,0.4848,0.493,Player,0,NO BET,0,462.0
17,0.0,5.0,0.0,4.0,3,6,1,1,0.4915,0.4932,Player,0,NO BET,0,462.0
18,0.0,5.0,2.0,0.0,0,5,1,1,0.475,0.4934,Banker,0,NO BET,0,462.0
19,9.0,8.0,9.0,7.0,x,x,0,0,0.5206,0.5072,Player,0,NO BET,2,462.0
20,0.0,0.0,0.0,0.0,9,3,1,1,0.4757,0.4965,Player,0,NO BET,0,462.0
21,9.0,0.0,0.0,9.0,x,x,0,0,0.5205,0.5084,Tie,0,NO BET,2,462.0
22,6.0,0.0,8.0,0.0,x,x,0,0,0.5205,0.5096,Banker,0,NO BET,2,462.0
23,4.0,0.0,2.0,3.0,6,7,1,1,0.4704,0.499,Banker,0,NO BET,0,462.0
24,0.0,3.0,2.0,3.0,8,x,1,0,0.6724,0.5623,Banker,22,WIN,2,484.0
25,6.0,0.0,0.0,0.0,0,0,1,1,0.4698,0.501,Player,0,NO BET,0,484.0
26,0.0,2.0,6.0,0.0,0,x,1,0,0.6737,0.5672,Banker,24,WIN,2,508.0
27,8.0,6.0,1.0,7.0,x,x,0,0,0.5171,0.5212,Banker,0,NO BET,2,508.0
28,8.0,6.0,5.0,0.0,5,4,1,1,0.4683,0.5071,Tie,0,NO BET,0,508.0
29,6.0,1.0,0.0,4.0,x,6,0,1,0.3615,0.4679,Player,24,WIN,0,532.0
30,0.0,0.0,0.0,9.0,x,x,0,0,0.5171,0.531,Banker,0,NO BET,2,532.0
31,0.0,2.0,0.0,7.0,0,x,1,0,0.6739,0.5837,Banker,39,WIN,2,571.0
32,6.0,4.0,1.0,3.0,8,x,1,0,0.6739,0.5904,Player,42,LOSS,2,529.0
33,0.0,6.0,1.0,0.0,0,x,0,0,0.5153,0.5487,Unknown,0,NO BET,2,529.0
34,7.0,3.0,9.0,0.0,x,x,0,0,0.509,0.5528,Player,0,NO BET,2,529.0
35,5.0,0.0,3.0,7.0,3,7,1,1,0.4669,0.5203,Banker,0,NO BET,0,529.0
36,3.0,0.0,8.0,2.0,3,2,1,1,0.4669,0.5182,Player,0,NO BET,0,529.0
37,2.0,3.0,6.0,3.0,x,x,0,0,0.5094,0.5646,Banker,0,NO BET,2,529.0
38,4.0,1.0,2.0,0.0,7,7,1,1,0.4575,0.5243,Banker,13,LOSS,0,516.0
39,9.0,5.0,0.0,2.0,0,7,1,1,0.4565,0.5252,Banker,12,LOSS,0,504.0
40,0.0,0.0,0.0,1.0,5,0,1,1,0.4565,0.5241,Player,12,WIN,0,516.0
41,0.0,5.0,0.0,4.0,3,1,1,1,0.4556,0.5228,Player,12,WIN,0,528.0
42,0.0,9.0,8.0,7.0,x,x,0,0,0.5093,0.5675,Player,0,NO BET,2,528.0
43,4.0,3.0,0.0,9.0,x,x,0,0,0.5093,0.5708,Banker,0,NO BET,2,528.0
44,8.0,0.0,5.0,0.0,x,x,0,0,0.5093,0.5682,Player,0,NO BET,2,528.0
45,5.0,8.0,9.0,0.0,x,x,0,0,0.5003,0.5669,Banker,0,NO BET,2,528.0
46,7.0,5.0,6.0,0.0,0,x,1,0,0.6597,0.6416,Banker,39,WIN,2,567.0
47,9.0,0.0,0.0,6.0,x,x,0,0,0.5001,0.5681,Player,0,NO BET,2,567.0
48,3.0,8.0,8.0,3.0,0,0,1,1,0.4414,0.5185,Tie,14,NO BET,0,567.0
49,0.0,1.0,5.0,7.0,5,0,1,1,0.4391,0.5175,Player,14,WIN,0,581.0
50,7.0,5.0,2.0,5.0,4,x,1,0,0.658,0.6453,Banker,42,WIN,2,623.0
51,8.0,2.0,8.0,0.0,x,x,0,0,0.4939,0.5583,Banker,0,NO BET,0,623.0
52,0.0,0.0,6.0,4.0,9,4,1,1,0.4286,0.5178,Player,15,WIN,0,638.0
53,9.0,3.0,6.0,8.0,3,0,1,1,0.4277,0.5189,Player,15,WIN,0,653.0
54,0.0,1.0,1.0,0.0,2,4,1,1,0.4315,0.5188,Banker,16,LOSS,0,637.0
55,0.0,9.0,8.0,9.0,x,x,0,0,0.4937,0.5642,Player,0,NO BET,0,637.0
56,,,,,,,0,0,0.4937,0.5642,Player,0,NO BET,0,637.0
1,8.0,0.0,9.0,6.0,x,x,0,0,0.4922,0.5063,Player,0,NO BET,0,637.0
2,3.0,2.0,8.0,0.0,x,x,0,0,0.4905,0.5081,Banker,0,NO BET,0,637.0
3,0.0,0.0,1.0,7.0,8,0,0,0,0.4905,0.5074,Tie,0,NO BET,0,637.0
4,0.0,0.0,0.0,2.0,3,2,1,1,0.4589,0.5012,Banker,0,NO BET,0,637.0
5,2.0,6.0,1.0,3.0,x,x,0,0,0.491,0.5078,Player,0,NO BET,0,637.0
6,6.0,0.0,3.0,0.0,x,5,0,1,0.2082,0.4754,Banker,30,LOSS,0,607.0
7,7.0,4.0,6.0,8.0,x,x,0,0,0.492,0.5035,Banker,0,NO BET,0,607.0
8,8.0,0.0,0.0,8.0,x,x,0,0,0.4984,0.5017,Tie,0,NO BET,0,607.0
9,0.0,1.0,3.0,0.0,0,6,1,1,0.4705,0.5007,Banker,0,NO BET,0,607.0
10,0.0,1.0,4.0,6.0,3,0,1,1,0.4738,0.5003,Player,0,NO BET,0,607.0
11,2.0,1.0,8.0,7.0,a,x,1,0,0.7783,0.5437,Banker,45,WIN,2,652.0
12,5.0,7.0,5.0,0.0,0,x,1,0,0.7716,0.5414,Banker,48,WIN,2,700.0
13,7.0,0.0,7.0,9.0,x,x,0,0,0.4872,0.4994,Player,0,NO BET,0,700.0
1,4.0,6.0,8.0,1.0,x,x,0,0,0.4922,0.5071,Banker,0,NO BET,0,424.0
2,3.0,0.0,9.0,8.0,x,x,0,0,0.4905,0.5083,Tie,0,NO BET,0,424.0
3,3.0,0.0,5.0,2.0,0,x,1,0,0.7892,0.5387,Banker,20,WIN,2,444.0
4,3.0,5.0,5.0,0.0,x,x,0,0,0.4905,0.5063,Player,0,NO BET,0,444.0
5,2.0,3.0,1.0,8.0,x,x,0,0,0.4905,0.5069,Banker,0,NO BET,0,444.0
6,7.0,3.0,5.0,4.0,x,x,0,0,0.492,0.5067,Banker,0,NO BET,0,444.0
7,7.0,0.0,1.0,4.0,x,0,0,1,0.2082,0.4756,Player,22,WIN,0,466.0
8,0.0,8.0,2.0,6.0,x,x,0,0,0.492,0.5036,Tie,0,NO BET,0,466.0
9,1.0,1.0,7.0,8.0,9,x,1,0,0.7859,0.5378,Banker,33,WIN,2,499.0
10,1.0,0.0,7.0,0.0,7,x,1,0,0.7839,0.5389,Player,36,LOSS,2,463.0
11,9.0,9.0,0.0,0.0,x,x,0,0,0.4893,0.5027,Player,0,NO BET,0,463.0
12,0.0,0.0,9.0,8.0,0,x,1,0,0.7802,0.5398,Banker,33,WIN,2,496.0
13,0.0,0.0,6.0,2.0,x,x,0,0,0.4923,0.4989,Banker,0,NO BET,0,496.0
14,3.0,0.0,9.0,0.0,x,x,0,0,0.491,0.4999,Banker,0,NO BET,0,496.0
15,4.0,1.0,0.0,3.0,7,6,1,1,0.4771,0.5038,Banker,0,NO BET,0,496.0
16,0.0,5.0,1.0,9.0,9,9,1,1,0.4844,0.505,Banker,0,NO BET,0,496.0
17,9.0,0.0,4.0,0.0,x,x,0,0,0.492,0.5039,Player,0,NO BET,0,496.0
18,7.0,7.0,8.0,8.0,5,x,1,0,0.7176,0.5516,Player,36,LOSS,2,460.0
19,4.0,9.0,0.0,6.0,0,x,1,0,0.6669,0.5518,Banker,22,WIN,2,482.0
20,0.0,0.0,0.0,8.0,x,x,0,0,0.5084,0.5065,Banker,0,NO BET,2,482.0
21,1.0,5.0,0.0,0.0,x,x,0,0,0.5084,0.5065,Player,0,NO BET,2,482.0
22,9.0,7.0,0.0,5.0,x,4,0,1,0.3607,0.4611,Banker,24,LOSS,0,458.0
23,9.0,2.0,7.0,1.0,x,x,0,0,0.5089,0.5116,Banker,0,NO BET,2,458.0
24,6.0,3.0,7.0,0.0,x,x,0,0,0.5096,0.5141,Player,0,NO BET,2,458.0
25,2.0,4.0,1.0,2.0,x,0,0,1,0.362,0.4622,Player,22,WIN,0,480.0
26,3.0,2.0,9.0,0.0,x,x,0,0,0.5096,0.5205,Banker,0,NO BET,2,480.0
27,5.0,3.0,0.0,8.0,x,x,0,0,0.5096,0.5219,Tie,0,NO BET,2,480.0
28,1.0,0.0,8.0,0.0,2,x,1,0,0.6675,0.568,Player,24,LOSS,2,456.0
29,4.0,0.0,0.0,6.0,0,x,1,0,0.6675,0.5693,Banker,33,WIN,2,489.0
30,2.0,1.0,3.0,4.0,6,x,1,0,0.6671,0.5751,Player,36,LOSS,2,453.0
31,2.0,7.0,1.0,2.0,x,x,0,0,0.5117,0.5325,Player,0,NO BET,2,453.0
32,3.0,8.0,0.0,0.0,7,5,1,1,0.4696,0.5153,Player,0,NO BET,0,453.0
33,,,,,,,0,0,0.5117,0.5338,Player,0,NO BET,2,453.0
34,4.0,0.0,4.0,6.0,7,3,1,1,0.4705,0.5153,Banker,0,NO BET,0,453.0
35,8.0,5.0,0.0,7.0,0,x,1,0,0.6715,0.5913,Banker,33,WIN,2,486.0
36,2.0,3.0,1.0,6.0,0,x,1,0,0.6715,0.5989,Banker,36,WIN,2,522.0
37,5.0,3.0,0.0,8.0,x,x,0,0,0.5132,0.5466,Tie,0,NO BET,2,522.0
38,4.0,2.0,0.0,5.0,x,1,0,1,0.3633,0.4623,Tie,26,NO BET,0,522.0
39,9.0,3.0,2.0,6.0,x,x,0,0,0.5129,0.5537,Banker,0,NO BET,2,522.0
40,8.0,0.0,0.0,0.0,x,x,0,0,0.5133,0.5545,Player,0,NO BET,2,522.0
41,3.0,8.0,0.0,6.0,0,x,1,0,0.6736,0.6187,Banker,39,WIN,2,561.0
42,0.0,1.0,4.0,5.0,x,x,0,0,0.5146,0.5582,Banker,0,NO BET,2,561.0
43,0.0,0.0,4.0,3.0,9,x,1,0,0.6733,0.6223,Player,42,LOSS,2,519.0
44,7.0,5.0,2.0,2.0,0,x,1,0,0.6728,0.6295,Banker,36,WIN,2,555.0
45,4.0,6.0,9.0,7.0,0,x,1,0,0.6723,0.6332,Banker,39,WIN,2,594.0
46,0.0,5.0,8.0,5.0,9,9,1,1,0.4597,0.5164,Player,14,WIN,0,608.0
47,0.0,4.0,1.0,0.0,0,4,1,1,0.4597,0.5163,Banker,15,LOSS,0,593.0
1,2.0,6.0,8.0,2.0,x,x,0,0,0.4922,0.5072,Player,0,NO BET,0,527.0
2,3.0,3.0,7.0,4.0,7,3,1,1,0.4516,0.4983,Player,0,NO BET,0,527.0
3,7.0,4.0,7.0,9.0,7,6,1,1,0.4537,0.4984,Player,0,NO BET,0,527.0
4,2.0,7.0,7.0,0.0,x,x,0,0,0.4905,0.5177,Player,0,NO BET,0,527.0
5,9.0,8.0,3.0,1.0,x,4,0,1,0.2041,0.4752,Banker,26,LOSS,0,501.0
6,4.0,4.0,1.0,7.0,x,x,0,0,0.4933,0.5187,Tie,0,NO BET,0,501.0
7,8.0,6.0,2.0,0.0,6,7,1,1,0.4555,0.5018,Banker,0,NO BET,0,501.0
8,2.0,1.0,7.0,5.0,0,1,1,1,0.4555,0.5037,Tie,0,NO BET,0,501.0
9,0.0,2.0,3.0,1.0,0,x,1,0,0.7908,0.5507,Banker,36,WIN,2,537.0
10,0.0,4.0,0.0,0.0,0,9,1,1,0.4603,0.5033,Banker,0,NO BET,0,537.0
11,0.0,9.0,0.0,6.0,x,x,0,0,0.493,0.5132,Player,0,NO BET,0,537.0
12,6.0,5.0,0.0,7.0,2,x,1,0,0.791,0.5567,Banker,39,WIN,2,576.0
13,8.0,8.0,6.0,7.0,x,x,0,0,0.5004,0.5156,Player,0,NO BET,2,576.0
14,,,,,,,0,0,0.5004,0.5156,Banker,0,NO BET,2,576.0
15,6.0,9.0,4.0,1.0,2,x,1,0,0.7913,0.564,Player,42,LOSS,2,534.0
16,0.0,1.0,8.0,0.0,x,x,0,0,0.4999,0.5185,Banker,0,NO BET,0,534.0
17,7.0,0.0,5.0,0.0,x,7,0,1,0.2324,0.4719,Player,39,WIN,0,573.0
18,3.0,0.0,0.0,1.0,3,1,1,1,0.4782,0.5016,Player,0,NO BET,0,573.0
19,,,,,,,0,0,0.4952,0.5238,Banker,0,NO BET,0,573.0
20,1.0,9.0,6.0,1.0,8,x,1,0,0.7678,0.575,Player,42,LOSS,2,531.0
21,0.0,4.0,6.0,9.0,2,x,1,0,0.7675,0.5796,Player,39,LOSS,2,492.0
22,0.0,9.0,9.0,8.0,x,x,0,0,0.49,0.5326,Player,0,NO BET,0,492.0
23,0.0,0.0,4.0,2.0,3,x,1,0,0.723,0.5819,Banker,36,WIN,2,528.0
24,6.0,8.0,3.0,7.0,0,6,1,1,0.4825,0.5149,Banker,0,NO BET,0,528.0
25,0.0,4.0,1.0,3.0,8,x,1,0,0.666,0.5931,Banker,39,WIN,2,567.0
26,3.0,9.0,0.0,9.0,x,x,0,0,0.5078,0.5421,Banker,0,NO BET,2,567.0
27,5.0,3.0,5.0,6.0,x,x,0,0,0.5078,0.5419,Player,0,NO BET,2,567.0
28,0.0,0.0,0.0,4.0,9,x,1,0,0.666,0.595,Player,42,LOSS,2,525.0
29,0.0,8.0,0.0,4.0,x,x,0,0,0.5078,0.5457,Player,0,NO BET,2,525.0
30,4.0,6.0,0.0,8.0,x,x,0,0,0.5078,0.5508,Banker,0,NO BET,2,525.0
31,0.0,0.0,0.0,4.0,8,x,1,0,0.6667,0.6015,Player,39,LOSS,2,486.0
32,0.0,0.0,7.0,0.0,3,x,1,0,0.6658,0.6044,Banker,36,WIN,2,522.0
33,0.0,8.0,0.0,4.0,x,x,0,0,0.5075,0.5574,Player,0,NO BET,2,522.0
34,8.0,8.0,0.0,4.0,x,x,0,0,0.5096,0.5581,Player,0,NO BET,2,522.0
35,6.0,5.0,6.0,0.0,5,x,1,0,0.6683,0.6147,Banker,39,WIN,2,561.0
36,6.0,1.0,0.0,7.0,x,x,0,0,0.5076,0.5633,Banker,0,NO BET,2,561.0
37,8.0,0.0,0.0,0.0,x,x,0,0,0.5076,0.5626,Player,0,NO BET,2,561.0
38,,,,,,,0,0,0.5076,0.5626,Player,0,NO BET,2,561.0
39,2.0,8.0,5.0,7.0,0,0,1,1,0.4671,0.5257,Banker,0,NO BET,0,561.0
40,6.0,0.0,0.0,5.0,x,0,0,1,0.3534,0.4672,Player,42,WIN,0,603.0
41,0.0,0.0,1.0,8.0,x,x,0,0,0.5142,0.5622,Banker,0,NO BET,2,603.0
42,,,,,,,0,0,0.5142,0.5622,Banker,0,NO BET,2,603.0
43,2.0,5.0,6.0,3.0,x,x,0,0,0.5133,0.5655,Banker,0,NO BET,2,603.0
44,3.0,6.0,0.0,4.0,x,x,0,0,0.512,0.5688,Player,0,NO BET,2,603.0
1,6.0,4.0,0.0,0.0,9,9,1,1,0.4492,0.4935,Tie,0,NO BET,0,603.0
2,,,,,,,0,0,0.4885,0.5064,Player,0,NO BET,0,603.0
3,8.0,7.0,6.0,0.0,0,x,1,0,0.7876,0.5352,Banker,30,WIN,2,633.0
4,2.0,2.0,0.0,0.0,9,0,1,1,0.4565,0.4961,Player,0,NO BET,0,633.0
5,6.0,8.0,0.0,9.0,x,x,0,0,0.4882,0.5026,Banker,0,NO BET,0,633.0
6,0.0,1.0,4.0,0.0,7,x,1,0,0.7841,0.5404,Player,30,LOSS,2,603.0
7,9.0,6.0,2.0,0.0,0,5,1,1,0.4627,0.4959,Banker,0,NO BET,0,603.0
8,1.0,4.0,9.0,5.0,0,x,1,0,0.7811,0.5363,Player,30,LOSS,2,573.0
9,3.0,0.0,2.0,7.0,x,x,0,0,0.4896,0.4985,Banker,0,NO BET,0,573.0
10,0.0,0.0,0.0,0.0,5,9,1,1,0.4663,0.4973,Banker,0,NO BET,0,573.0
11,0.0,1.0,9.0,6.0,7,x,1,0,0.7627,0.5406,Player,42,LOSS,2,531.0
12,1.0,7.0,4.0,0.0,x,x,0,0,0.4879,0.494,Player,0,NO BET,0,531.0
13,,,,,,,0,0,0.4879,0.494,Player,0,NO BET,0,531.0
14,,,,,,,0,0,0.4879,0.494,Banker,0,NO BET,0,531.0
15,3.0,4.0,8.0,7.0,x,8,0,1,0.2434,0.4694,Player,39,WIN,0,570.0
16,4.0,4.0,8.0,3.0,x,x,0,0,0.4874,0.4983,Player,0,NO BET,0,570.0
17,0.0,9.0,0.0,7.0,x,x,0,0,0.4914,0.4993,Player,0,NO BET,0,570.0
18,1.0,3.0,8.0,0.0,x,x,0,0,0.5243,0.5006,Banker,0,NO BET,2,570.0
19,2.0,7.0,5.0,2.0,x,x,0,0,0.5243,0.5031,Player,0,NO BET,2,570.0
20,0.0,4.0,1.0,0.0,6,0,1,1,0.474,0.4961,Banker,0,NO BET,0,570.0
21,0.0,0.0,5.0,1.0,0,x,1,0,0.6764,0.5512,Banker,28,WIN,2,598.0
22,3.0,5.0,0.0,7.0,x,x,0,0,0.52,0.5069,Player,0,NO BET,2,598.0
23,8.0,8.0,0.0,9.0,x,x,0,0,0.5092,0.5076,Banker,0,NO BET,2,598.0
24,0.0,6.0,0.0,8.0,x,x,0,0,0.5092,0.509,Banker,0,NO BET,2,598.0
25,6.0,0.0,7.0,5.0,x,7,0,1,0.361,0.4625,Banker,28,LOSS,0,570.0
26,0.0,8.0,0.0,6.0,9,x,0,0,0.5089,0.5134,Player,0,NO BET,2,570.0
27,9.0,6.0,9.0,7.0,9,x,1,0,0.6669,0.5582,Banker,28,WIN,2,598.0
28,2.0,5.0,0.0,6.0,x,x,0,0,0.5089,0.5177,Player,0,NO BET,2,598.0
29,4.0,0.0,3.0,3.0,6,x,1,0,0.6672,0.5616,Banker,28,WIN,2,626.0
30,,,,,,,0,0,0.5093,0.5206,Player,0,NO BET,2,626.0
31,,,,,,,0,0,0.5093,0.5206,Banker,0,NO BET,2,626.0
32,2.0,3.0,1.0,0.0,0,0,1,1,0.4686,0.5054,Player,0,NO BET,0,626.0
33,1.0,4.0,6.0,0.0,9,x,1,0,0.6672,0.5705,Banker,45,WIN,2,671.0
34,,,,,,,0,0,0.5093,0.5288,Banker,0,NO BET,2,671.0
35,0.0,0.0,3.0,0.0,1,9,1,1,0.4686,0.5131,Banker,0,NO BET,0,671.0
36,7.0,9.0,1.0,3.0,x,6,0,1,0.3613,0.4784,Banker,32,LOSS,0,639.0
37,8.0,0.0,7.0,8.0,x,x,0,0,0.5087,0.5421,Player,0,NO BET,2,639.0
38,0.0,7.0,3.0,0.0,x,4,0,1,0.362,0.4775,Tie,30,NO BET,0,639.0
39,0.0,0.0,0.0,1.0,5,0,1,1,0.4692,0.5186,Player,0,NO BET,0,639.0
40,6.0,0.0,1.0,0.0,x,0,0,1,0.362,0.4751,Player,30,WIN,0,669.0
41,0.0,0.0,8.0,3.0,2,x,1,0,0.6693,0.5921,Banker,48,WIN,2,717.0
42,7.0,0.0,6.0,4.0,x,4,0,1,0.3611,0.4722,Player,34,WIN,0,751.0
43,6.0,0.0,0.0,0.0,x,0,0,1,0.3613,0.4726,Player,36,WIN,0,787.0
44,,,,,,,0,0,0.5097,0.5656,Player,0,NO BET,2,787.0
45,0.0,5.0,8.0,4.0,7,5,1,1,0.4687,0.5269,Banker,0,NO BET,0,787.0
46,8.0,4.0,0.0,0.0,0,2,1,1,0.4686,0.5279,Tie,0,NO BET,0,787.0
47,0.0,1.0,3.0,0.0,2,0,1,1,0.4686,0.5262,Tie,0,NO BET,0,787.0
48,8.0,0.0,9.0,5.0,x,x,0,0,0.5159,0.5701,Player,0,NO BET,2,787.0
49,2.0,3.0,9.0,1.0,2,7,1,1,0.469,0.5263,Tie,0,NO BET,0,787.0
50,3.0,7.0,7.0,6.0,3,x,1,0,0.6785,0.6328,Banker,57,WIN,2,844.0
51,0.0,5.0,6.0,0.0,3,x,1,0,0.6688,0.6352,Player,63,LOSS,2,781.0
52,0.0,0.0,0.0,8.0,x,x,0,0,0.511,0.5725,Banker,0,NO BET,2,781.0
53,5.0,5.0,1.0,0.0,9,5,1,1,0.4514,0.5249,Player,19,WIN,0,800.0
1,8.0,0.0,2.0,8.0,x,x,0,0,0.5388,0.5084,Player,0,NO BET,2,357.0
2,0.0,9.0,7.0,3.0,x,x,0,0,0.5388,0.5104,Player,0,NO BET,2,347.0
3,,,,,,,0,0,0.5388,0.5104,Missed,0,Missed,2,347.0
5,0.0,9.0,1.0,0.0,x,x,0,0,0.5388,0.5105,Player,0,NO BET,2,347.0
6,6.0,0.0,2.0,0.0,x,0,0,1,0.585,0.4727,Player,0,NO BET,2,347.0
7,0.0,0.0,0.0,4.0,1,x,1,0,0.8354,0.5505,Banker,8,WIN,2,355.0
7,1.0,9.0,0.0,8.0,x,x,0,0,0.5517,0.5172,Banker,8,WIN,2,363.0
7,,,,,,,0,0,0.5517,0.5172,Missed,8,Missed,2,363.0
8,3.0,0.0,2.0,0.0,0,0,1,1,0.881,0.498,Player,0,NO BET,2,363.0
8,,,,,,,1,1,0.881,0.498,Missed,0,Missed,2,363.0
9,0.0,6.0,1.0,2.0,x,0,0,1,0.5388,0.4756,Player,0,NO BET,2,363.0
9,6.0,9.0,3.0,0.0,0,2,1,1,0.8665,0.5013,Tie,9,NO BET,2,363.0
9,9.0,0.0,5.0,6.0,x,x,0,0,0.5499,0.5115,Player,0,NO BET,2,363.0
9,1.0,7.0,0.0,7.0,x,x,0,0,0.5517,0.5139,Player,9,LOSS,2,354.0
9,5.0,5.0,5.0,4.0,x,x,0,0,0.5698,0.5112,Banker,8,WIN,2,362.0
9,6.0,8.0,0.0,0.0,0,0,1,1,0.821,0.497,Player,0,NO BET,2,362.0
1,7.0,0.0,8.0,4.0,x,3,0,1,0.5388,0.4699,Player,0,NO BET,2,362.0
1,,,,,,,0,1,0.5388,0.4699,Missed,0,Missed,2,362.0
2,8.0,8.0,0.0,0.0,x,0,0,1,0.5388,0.4709,Player,0,NO BET,2,362.0
2,1.0,6.0,0.0,4.0,x,9,0,1,0.585,0.4716,Player,0,NO BET,2,362.0
2,0.0,2.0,6.0,6.0,4,5,1,1,0.8354,0.4913,Banker,0,NO BET,2,362.0
2,3.0,2.0,2.0,3.0,3,x,1,0,0.8365,0.5529,Player,9,LOSS,2,353.0
2,2.0,7.0,7.0,6.0,x,x,0,0,0.5698,0.5161,Player,8,LOSS,2,345.0
2,5.0,1.0,3.0,0.0,x,3,0,1,0.5724,0.4664,Banker,0,NO BET,2,345.0
2,5.0,1.0,3.0,0.0,x,3,0,1,0.5724,0.4664,Banker,0,NO BET,2,345.0
2,1.0,6.0,4.0,1.0,x,1,0,1,0.5388,0.4707,Player,0,NO BET,2,367.0
3,6.0,0.0,4.0,0.0,x,8,0,1,0.585,0.4696,Player,0,NO BET,2,367.0
4,3.0,2.0,4.0,4.0,x,x,0,0,0.5499,0.5094,Player,0,NO BET,2,367.0
5,6.0,6.0,0.0,5.0,0,x,1,0,0.8365,0.5389,Tie,9,NO BET,2,367.0
6,6.0,4.0,8.0,4.0,9,6,1,1,0.8379,0.482,Player,0,NO BET,2,367.0
7,,,,,,,1,1,0.8379,0.482,Missed,0,Missed,2,367.0
9,5.0,8.0,2.0,0.0,1,0,1,1,0.881,0.494,Player,0,NO BET,2,367.0
10,1.0,1.0,0.0,0.0,0,0,1,1,0.8665,0.488,Player,0,NO BET,2,367.0
11,3.0,0.0,9.0,4.0,7,9,1,1,0.8354,0.4884,Banker,0,NO BET,2,367.0
12,4.0,0.0,0.0,0.0,4,1,1,1,0.8365,0.486,Player,0,NO BET,2,367.0
13,8.0,0.0,0.0,3.0,x,x,0,0,0.5698,0.5091,Player,9,LOSS,2,358.0
13,1.0,6.0,4.0,0.0,x,7,0,1,0.5724,0.4675,Player,0,NO BET,2,358.0
13,3.0,0.0,1.0,7.0,x,x,0,0,0.55,0.5261,Banker,0,NO BET,2,358.0
3,0.0,0.0,5.0,4.0,x,x,0,0,0.5388,0.507,Banker,0,NO BET,2,357.0
