hand,P1,B1,P2,B2,P3,B3,player_3rd,banker_3rd,xgb_prob,nn_prob,bet_made,unit_size,result,outcome,bankroll
17,8.0,0.0,4.0,8.0,X,X,0,0,0.5156,0.5061,Player,0,NO BET,2,1078.0
18,8.0,3.0,0.0,5.0,1,X,1,0,0.6731,0.5527,Banker,52,WIN,2,1130.0
19,9.0,0.0,0.0,0.0,X,X,0,0,0.5159,0.5079,Player,0,NO BET,2,1130.0
20,4.0,0.0,9.0,4.0,7,0,1,1,0.4703,0.4982,Banker,0,NO BET,0,1130.0
21,0.0,3.0,0.0,0.0,3,9,1,1,0.4703,0.5008,Banker,0,NO BET,0,1130.0
22,0.0,2.0,8.0,0.0,X,X,0,0,0.5096,0.5138,Banker,0,NO BET,2,1130.0
23,5.0,1.0,0.0,0.0,X,0,0,1,0.3613,0.4654,Player,56,WIN,0,1186.0
1,1.0,0.0,6.0,9.0,x,x,0,0,0.4926,0.5079,Banker,0,NO BET,0,427.0
2,9.0,0.0,0.0,3.0,x,x,0,0,0.4926,0.5071,Player,0,NO BET,0,427.0
3,8.0,0.0,9.0,5.0,x,x,0,0,0.4885,0.5088,Player,0,NO BET,0,427.0
4,2.0,9.0,1.0,3.0,8,x,1,0,0.4881,0.5073,Player,0,NO BET,0,427.0
5,9.0,2.0,8.0,5.0,0,5,1,1,0.7876,0.5417,Banker,20,WIN,2,447.0
6,9.0,3.0,6.0,6.0,7,7,1,1,0.4565,0.5015,Tie,0,NO BET,0,447.0
7,0.0,0.0,2.0,0.0,0,6,1,1,0.458,0.5014,Banker,0,NO BET,0,447.0
8,6.0,2.0,8.0,6.0,x,x,0,0,0.458,0.5019,Player,0,NO BET,0,447.0
9,0.0,3.0,0.0,5.0,7,6,1,1,0.4966,0.4979,Banker,0,NO BET,0,447.0
10,3.0,1.0,2.0,3.0,6,1,1,1,0.4643,0.4984,Banker,0,NO BET,0,447.0
11,7.0,0.0,5.0,7.0,x,6,0,1,0.4647,0.5,Banker,0,NO BET,0,447.0
12,0.0,0.0,0.0,0.0,1,0,1,1,0.2155,0.4693,Player,33,WIN,0,480.0
13,8.0,2.0,3.0,5.0,x,x,0,0,0.4657,0.4959,Banker,0,NO BET,0,480.0
14,6.0,2.0,5.0,8.0,x,x,0,0,0.4868,0.497,Tie,0,NO BET,0,480.0
15,5.0,8.0,5.0,7.0,4,4,1,1,0.4868,0.4953,Player,0,NO BET,0,480.0
16,3.0,6.0,5.0,0.0,x,x,0,0,0.4657,0.4972,Player,0,NO BET,0,480.0
17,8.0,0.0,1.0,0.0,x,x,0,0,0.4855,0.4987,Player,0,NO BET,0,480.0
18,5.0,0.0,0.0,0.0,5,3,1,1,0.4855,0.4985,Player,0,NO BET,0,480.0
19,0.0,7.0,0.0,3.0,x,0,0,1,0.4806,0.4977,Player,0,NO BET,0,480.0
20,0.0,2.0,4.0,4.0,x,x,0,0,0.3568,0.4644,Banker,24,LOSS,0,456.0
21,7.0,7.0,3.0,9.0,7,9,1,1,0.5197,0.5042,Tie,0,NO BET,2,456.0
22,8.0,2.0,0.0,4.0,1,x,1,0,0.4675,0.4924,Banker,0,NO BET,0,456.0
23,6.0,2.0,0.0,0.0,x,x,0,0,0.6765,0.5593,Player,33,LOSS,2,423.0
24,0.0,2.0,4.0,2.0,2,x,1,0,0.5192,0.514,Banker,0,NO BET,2,423.0
25,0.0,4.0,0.0,7.0,6,x,1,0,0.6738,0.5669,Banker,30,WIN,2,453.0
26,2.0,9.0,7.0,7.0,0,x,1,0,0.6738,0.5703,Banker,33,WIN,2,486.0
1,1.0,6.0,8.0,4.0,x,0,0,1,0.4926,0.5079,Player,0,NO BET,0,486.0
2,0.0,0.0,0.0,0.0,5,0,1,1,0.2033,0.4696,Player,24,WIN,0,510.0
3,0.0,2.0,7.0,0.0,x,x,0,0,0.4568,0.4906,Banker,0,NO BET,0,510.0
4,1.0,2.0,4.0,7.0,0,2,1,1,0.4906,0.5051,Tie,0,NO BET,0,510.0
5,0.0,9.0,1.0,3.0,x,x,0,0,0.4589,0.4922,Player,0,NO BET,0,510.0
6,9.0,4.0,8.0,2.0,0,4,1,1,0.492,0.5048,Banker,0,NO BET,0,510.0
7,0.0,0.0,5.0,0.0,7,0,1,1,0.462,0.4963,Player,0,NO BET,0,510.0
8,5.0,1.0,0.0,0.0,x,0,0,1,0.4677,0.4946,Player,0,NO BET,0,510.0
9,1.0,5.0,8.0,3.0,2,0,1,1,0.2299,0.4743,Player,24,WIN,0,534.0
10,0.0,0.0,0.0,8.0,0,8,0,0,0.4704,0.4968,Tie,0,NO BET,0,534.0
11,3.0,7.0,3.0,8.0,0,3,1,1,0.4889,0.4944,Banker,0,NO BET,0,534.0
12,6.0,0.0,9.0,0.0,x,x,0,0,0.4907,0.5036,Banker,0,NO BET,0,534.0
13,2.0,3.0,0.0,0.0,0,0,1,1,0.5196,0.4965,Player,0,NO BET,2,534.0
14,0.0,2.0,0.0,5.0,3,x,1,0,0.4745,0.5065,Player,0,NO BET,0,534.0
15,8.0,0.0,5.0,2.0,x,x,0,0,0.6768,0.5437,Player,26,LOSS,2,508.0
16,9.0,7.0,0.0,2.0,x,0,0,1,0.5151,0.4991,Player,0,NO BET,2,508.0
17,6.0,9.0,1.0,8.0,x,x,0,0,0.3611,0.4805,Banker,12,LOSS,0,496.0
18,3.0,8.0,3.0,7.0,1,0,1,1,0.5151,0.5005,Player,0,NO BET,2,496.0
19,4.0,6.0,9.0,0.0,x,x,0,0,0.4701,0.5102,Banker,0,NO BET,0,496.0
20,7.0,4.0,0.0,6.0,7,3,1,1,0.5151,0.5074,Banker,0,NO BET,2,496.0
21,4.0,0.0,8.0,0.0,x,x,0,0,0.4701,0.5044,Banker,0,NO BET,0,496.0
22,4.0,5.0,7.0,0.0,x,x,0,0,0.5157,0.5143,Player,0,NO BET,2,496.0
23,0.0,0.0,8.0,0.0,x,x,0,0,0.5157,0.5152,Banker,0,NO BET,2,496.0
24,6.0,2.0,0.0,0.0,x,x,0,0,0.5157,0.5154,Player,0,NO BET,2,496.0
25,8.0,6.0,8.0,9.0,4,x,1,0,0.5163,0.5161,Player,0,NO BET,2,496.0
26,6.0,0.0,0.0,8.0,x,x,0,0,0.6734,0.5623,Banker,24,WIN,2,520.0
27,6.0,0.0,4.0,8.0,x,9,0,1,0.516,0.517,Banker,0,NO BET,2,520.0
28,6.0,3.0,0.0,0.0,x,x,0,0,0.3611,0.463,Player,26,WIN,0,546.0
29,0.0,0.0,5.0,5.0,0,0,1,1,0.5162,0.5218,Tie,0,NO BET,2,546.0
30,1.0,8.0,0.0,0.0,x,x,0,0,0.469,0.5003,Player,0,NO BET,0,546.0
31,2.0,8.0,9.0,9.0,x,x,0,0,0.5174,0.524,Banker,0,NO BET,2,546.0
32,3.0,4.0,0.0,0.0,x,0,0,1,0.5148,0.5272,Player,0,NO BET,2,546.0
33,7.0,3.0,0.0,4.0,9,x,1,0,0.3627,0.4632,Player,26,WIN,0,572.0
34,2.0,6.0,9.0,0.0,x,x,0,0,0.6727,0.5772,Banker,42,WIN,2,614.0
35,6.0,4.0,9.0,3.0,8,2,1,1,0.5146,0.5409,Player,0,NO BET,2,614.0
36,4.0,1.0,0.0,2.0,1,1,1,1,0.4701,0.5126,Player,0,NO BET,0,614.0
37,6.0,0.0,9.0,1.0,x,0,0,1,0.4701,0.514,Player,0,NO BET,0,614.0
38,9.0,0.0,8.0,1.0,x,x,0,0,0.3631,0.4734,Tie,30,NO BET,0,614.0
39,1.0,1.0,2.0,0.0,4,0,1,1,0.5146,0.5604,Player,0,NO BET,2,614.0
40,3.0,3.0,0.0,2.0,x,9,0,1,0.4694,0.5192,Player,0,NO BET,0,614.0
41,5.0,2.0,7.0,5.0,x,2,0,1,0.3606,0.4722,Tie,45,NO BET,0,614.0
42,1.0,4.0,6.0,5.0,7,9,1,1,0.3606,0.4679,Player,45,WIN,0,659.0
43,6.0,3.0,0.0,5.0,x,x,0,0,0.4692,0.5243,Player,0,NO BET,0,659.0
44,0.0,7.0,6.0,6.0,x,0,0,1,0.5135,0.5706,Player,0,NO BET,2,659.0
45,2.0,7.0,9.0,0.0,x,x,0,0,0.3588,0.4654,Tie,48,NO BET,0,659.0
46,1.0,0.0,0.0,1.0,0,7,1,1,0.5028,0.5734,Banker,0,NO BET,2,659.0
47,2.0,0.0,0.0,0.0,0,2,1,1,0.4589,0.5236,Tie,16,NO BET,0,659.0
48,0.0,7.0,1.0,5.0,x,x,0,0,0.4589,0.5242,Player,16,WIN,0,675.0
49,5.0,0.0,0.0,2.0,3,0,1,1,0.505,0.5675,Player,0,NO BET,2,675.0
50,6.0,0.0,5.0,3.0,x,x,0,0,0.4598,0.5217,Banker,16,LOSS,0,659.0
51,7.0,0.0,4.0,6.0,x,6,0,1,0.5046,0.5675,Player,0,NO BET,2,659.0
52,0.0,0.0,9.0,6.0,4,x,1,0,0.3467,0.4569,Banker,48,LOSS,0,611.0
53,1.0,8.0,4.0,1.0,x,x,0,0,0.6601,0.658,Player,45,LOSS,2,566.0
54,3.0,7.0,9.0,8.0,x,x,0,0,0.5048,0.5668,Banker,0,NO BET,2,566.0
55,0.0,5.0,8.0,7.0,8,x,1,0,0.5043,0.5671,Banker,0,NO BET,2,566.0
56,5.0,7.0,6.0,3.0,x,x,0,0,0.6832,0.6639,Banker,42,WIN,2,608.0
57,0.0,0.0,7.0,4.0,9,2,1,1,0.5044,0.5619,Player,0,NO BET,2,608.0
58,9.0,0.0,4.0,7.0,x,x,0,0,0.4405,0.528,Player,15,WIN,0,623.0
59,9.0,2.0,0.0,7.0,6,x,1,0,0.5048,0.5638,Tie,0,NO BET,2,623.0
60,0.0,0.0,2.0,3.0,0,x,1,0,0.6568,0.6764,Banker,45,WIN,2,668.0
1,4.0,4.0,0.0,8.0,x,x,0,0,0.4926,0.5079,Banker,0,NO BET,0,668.0
2,9.0,0.0,2.0,3.0,x,x,0,0,0.4922,0.5079,Player,0,NO BET,0,668.0
3,6.0,2.0,1.0,2.0,x,x,0,0,0.4905,0.5092,Player,0,NO BET,0,668.0
4,9.0,5.0,4.0,0.0,5,0,1,1,0.4905,0.5078,Player,0,NO BET,0,668.0
5,0.0,0.0,8.0,9.0,0,x,1,0,0.4513,0.4955,Banker,0,NO BET,0,668.0
6,1.0,0.0,6.0,0.0,9,x,1,0,0.7849,0.5389,Banker,32,WIN,2,700.0
7,8.0,1.0,6.0,3.0,x,x,0,0,0.7841,0.5376,Tie,34,NO BET,2,700.0
8,2.0,1.0,7.0,7.0,2,2,1,1,0.4896,0.5001,Banker,0,NO BET,0,700.0
9,5.0,9.0,0.0,0.0,0,0,1,1,0.457,0.5011,Player,0,NO BET,0,700.0
10,0.0,4.0,3.0,9.0,3,3,1,1,0.4618,0.5013,Player,0,NO BET,0,700.0
11,1.0,0.0,0.0,7.0,9,x,1,0,0.4665,0.5062,Player,0,NO BET,0,700.0
12,0.0,7.0,0.0,7.0,x,x,0,0,0.7713,0.546,Tie,51,NO BET,2,700.0
13,3.0,1.0,0.0,0.0,0,7,1,1,0.4879,0.5028,Banker,0,NO BET,0,700.0
14,0.0,9.0,0.0,7.0,x,x,0,0,0.4812,0.5056,Player,0,NO BET,0,700.0
15,6.0,8.0,1.0,8.0,x,x,0,0,0.5174,0.5054,Banker,0,NO BET,2,700.0
16,0.0,0.0,1.0,5.0,0,x,1,0,0.5174,0.5043,Banker,0,NO BET,2,700.0
17,4.0,0.0,7.0,7.0,9,x,1,0,0.6708,0.5537,Banker,34,WIN,2,734.0
18,4.0,0.0,5.0,0.0,2,x,1,0,0.6708,0.5574,Player,36,LOSS,2,698.0
19,4.0,0.0,4.0,1.0,3,x,1,0,0.6708,0.5578,Player,34,LOSS,2,664.0
20,8.0,3.0,0.0,0.0,7,0,1,1,0.6708,0.5575,Player,32,LOSS,2,632.0
21,5.0,1.0,0.0,0.0,x,0,0,1,0.4741,0.4986,Player,0,NO BET,0,632.0
22,0.0,0.0,0.0,0.0,0,0,1,1,0.3656,0.4688,Tie,30,NO BET,0,632.0
23,2.0,9.0,9.0,2.0,3,2,1,1,0.4741,0.4982,Player,0,NO BET,0,632.0
24,1.0,0.0,7.0,5.0,5,3,1,1,0.4735,0.5044,Player,0,NO BET,0,632.0
25,5.0,7.0,8.0,2.0,0,9,1,1,0.4735,0.5036,Banker,0,NO BET,0,632.0
26,6.0,0.0,6.0,3.0,x,x,0,0,0.4695,0.5032,Banker,0,NO BET,0,632.0
27,4.0,9.0,0.0,1.0,4,6,1,1,0.5115,0.5211,Tie,0,NO BET,2,632.0
28,8.0,0.0,4.0,0.0,x,x,0,0,0.4693,0.5077,Player,0,NO BET,0,632.0
29,8.0,2.0,0.0,0.0,7,6,1,1,0.5119,0.5243,Player,0,NO BET,2,632.0
30,4.0,1.0,7.0,0.0,7,x,1,0,0.4708,0.5105,Banker,0,NO BET,0,632.0
31,4.0,2.0,0.0,0.0,x,4,0,1,0.6711,0.5833,Player,45,LOSS,2,587.0
32,5.0,0.0,7.0,2.0,x,x,0,0,0.3631,0.4676,Banker,28,LOSS,0,559.0
33,5.0,6.0,0.0,9.0,x,x,0,0,0.5128,0.5349,Banker,0,NO BET,2,559.0
34,9.0,9.0,0.0,0.0,x,x,0,0,0.512,0.5383,Player,0,NO BET,2,559.0
35,2.0,5.0,8.0,8.0,x,x,0,0,0.512,0.5413,Tie,0,NO BET,2,559.0
36,1.0,3.0,0.0,5.0,4,5,1,1,0.512,0.5435,Player,0,NO BET,2,559.0
37,0.0,8.0,7.0,3.0,x,x,0,0,0.4706,0.5156,Player,0,NO BET,0,559.0
38,5.0,9.0,8.0,4.0,8,2,1,1,0.5125,0.5498,Banker,0,NO BET,2,559.0
39,8.0,0.0,3.0,0.0,x,x,0,0,0.4703,0.514,Player,0,NO BET,0,559.0
40,6.0,8.0,0.0,3.0,6,4,1,1,0.5127,0.552,Banker,0,NO BET,2,559.0
41,2.0,6.0,0.0,5.0,x,x,0,0,0.4686,0.5168,Player,0,NO BET,0,559.0
42,7.0,3.0,2.0,7.0,x,x,0,0,0.514,0.5559,Banker,0,NO BET,2,559.0
43,0.0,0.0,3.0,8.0,0,0,1,1,0.5139,0.5553,Banker,0,NO BET,2,559.0
44,9.0,0.0,6.0,4.0,x,x,0,0,0.4541,0.5131,Player,13,WIN,0,572.0
45,3.0,9.0,8.0,0.0,x,x,0,0,0.5044,0.5605,Banker,0,NO BET,2,572.0
46,6.0,0.0,0.0,0.0,x,1,0,1,0.5046,0.5627,Player,0,NO BET,2,572.0
47,8.0,3.0,1.0,5.0,0,x,1,0,0.352,0.4577,Banker,42,LOSS,0,530.0
48,1.0,6.0,0.0,9.0,x,x,0,0,0.662,0.6429,Banker,39,WIN,2,569.0
49,0.0,6.0,2.0,6.0,x,x,0,0,0.5046,0.5621,Banker,0,NO BET,2,569.0
50,3.0,0.0,0.0,0.0,7,7,1,1,0.5043,0.5657,Player,0,NO BET,2,569.0
51,6.0,3.0,6.0,7.0,x,x,0,0,0.4542,0.5197,Player,14,WIN,0,583.0
52,0.0,2.0,0.0,7.0,4,x,1,0,0.5038,0.5672,Banker,0,NO BET,2,583.0
53,7.0,0.0,5.0,6.0,x,x,0,0,0.6592,0.6603,Tie,42,NO BET,2,583.0
54,7.0,0.0,5.0,6.0,x,x,0,0,0.5104,0.5654,Player,0,NO BET,2,583.0
55,5.0,5.0,4.0,1.0,9,x,1,0,0.4927,0.5644,Player,0,NO BET,0,583.0
56,6.0,2.0,3.0,8.0,x,x,0,0,0.6707,0.6592,Tie,42,NO BET,2,583.0
57,6.0,2.0,3.0,8.0,x,x,0,0,0.5174,0.5629,Player,0,NO BET,2,583.0
58,1.0,0.0,0.0,0.0,7,8,1,1,0.5141,0.5636,Banker,0,NO BET,2,583.0
59,7.0,4.0,5.0,1.0,0,x,1,0,0.434,0.529,Banker,14,LOSS,0,569.0
60,1.0,2.0,0.0,0.0,0,1,1,1,0.6956,0.671,Player,0,NO BET,2,569.0
61,0.0,3.0,4.0,3.0,8,x,1,0,0.4368,0.5331,Player,0,NO BET,0,569.0
62,0.0,1.0,5.0,9.0,0,x,1,0,0.7913,0.5358,Banker,0,NO BET,2,569.0
63,0.0,4.0,5.0,5.0,9,2,1,1,0.7902,0.5356,Player,0,NO BET,2,569.0
1,0.0,0.0,2.0,8.0,4,2,1,1,0.4926,0.5079,Player,0,NO BET,0,569.0
1,3.0,9.0,0.0,0.0,0,3,1,1,0.4926,0.5079,Banker,0,NO BET,0,318.0
2,9.0,6.0,5.0,5.0,9,0,1,1,0.4516,0.4967,Player,0,NO BET,0,318.0
3,0.0,0.0,1.0,7.0,x,x,0,0,0.4513,0.4958,Banker,0,NO BET,0,318.0
4,2.0,8.0,0.0,0.0,6,1,1,1,0.489,0.5077,Player,0,NO BET,0,318.0
5,9.0,4.0,9.0,1.0,0,1,1,1,0.4565,0.4951,Player,0,NO BET,0,318.0
6,3.0,0.0,0.0,1.0,2,8,1,1,0.458,0.497,Banker,0,NO BET,0,318.0
7,3.0,7.0,4.0,0.0,3,4,1,1,0.4583,0.5005,Banker,0,NO BET,0,318.0
8,7.0,5.0,6.0,8.0,0,x,1,0,0.4618,0.5017,Banker,0,NO BET,0,318.0
9,6.0,2.0,0.0,1.0,x,x,0,0,0.7811,0.5397,Player,21,LOSS,2,297.0
10,,,,,,,0,0,0.4893,0.5003,Banker,0,NO BET,0,297.0
11,0.0,0.0,8.0,0.0,8,0,0,0,0.4893,0.5003,Tie,0,NO BET,0,297.0
12,,,,,,,0,0,0.4859,0.4981,Tie,0,NO BET,0,297.0
13,9.0,3.0,9.0,1.0,0,0,1,1,0.4859,0.4981,Player,0,NO BET,0,297.0
14,,,,,,,0,0,0.4667,0.5054,Player,0,NO BET,0,297.0
15,4.0,6.0,0.0,5.0,3,x,1,0,0.4842,0.4998,Banker,0,NO BET,0,297.0
16,9.0,3.0,6.0,1.0,5,x,1,0,0.7656,0.5435,Tie,21,NO BET,2,297.0
17,2.0,3.0,1.0,8.0,x,x,0,0,0.7706,0.5457,Banker,21,WIN,2,318.0
18,,,,,,,0,0,0.4949,0.501,Tie,0,NO BET,0,318.0
19,0.0,0.0,2.0,9.0,0,0,1,1,0.4949,0.501,Banker,0,NO BET,0,318.0
20,0.0,4.0,1.0,9.0,x,x,0,0,0.4913,0.5105,Banker,0,NO BET,0,318.0
21,1.0,9.0,7.0,0.0,0,x,1,0,0.5135,0.5057,Banker,0,NO BET,2,318.0
22,0.0,5.0,9.0,9.0,x,x,0,0,0.6714,0.5538,Banker,14,WIN,2,332.0
23,0.0,4.0,1.0,3.0,3,4,1,1,0.5135,0.5099,Banker,0,NO BET,2,332.0
24,0.0,0.0,1.0,5.0,1,x,1,0,0.474,0.5122,Banker,0,NO BET,0,332.0
25,7.0,4.0,0.0,0.0,0,0,1,1,0.6714,0.5521,Player,16,LOSS,2,316.0
26,2.0,8.0,2.0,9.0,7,3,1,1,0.474,0.5085,Player,0,NO BET,0,316.0
27,0.0,3.0,0.0,7.0,1,x,1,0,0.4695,0.5139,Banker,0,NO BET,0,316.0
28,5.0,5.0,8.0,0.0,x,x,0,0,0.6675,0.5658,Banker,14,WIN,2,330.0
29,9.0,5.0,5.0,6.0,4,0,1,1,0.5096,0.5197,Player,0,NO BET,2,330.0
30,1.0,0.0,0.0,7.0,7,x,1,0,0.4695,0.5172,Player,0,NO BET,0,330.0
31,8.0,2.0,0.0,0.0,3,5,1,1,0.6675,0.5632,Banker,24,WIN,2,354.0
32,5.0,7.0,3.0,9.0,3,0,1,1,0.4698,0.52,Player,0,NO BET,0,354.0
33,2.0,0.0,8.0,7.0,0,x,1,0,0.4698,0.5229,Banker,0,NO BET,0,354.0
34,0.0,7.0,3.0,0.0,x,8,0,1,0.6704,0.5756,Player,24,LOSS,2,330.0
35,1.0,2.0,6.0,3.0,x,x,0,0,0.3627,0.4763,Banker,16,LOSS,0,314.0
36,7.0,7.0,4.0,4.0,x,x,0,0,0.5132,0.5338,Banker,0,NO BET,2,314.0
37,9.0,6.0,3.0,0.0,0,9,1,1,0.5134,0.5352,Player,0,NO BET,2,314.0
38,0.0,5.0,0.0,9.0,x,x,0,0,0.4702,0.5259,Banker,0,NO BET,0,314.0
39,8.0,0.0,4.0,2.0,x,x,0,0,0.5126,0.543,Player,0,NO BET,2,314.0
40,0.0,3.0,0.0,5.0,0,x,1,0,0.511,0.5484,Banker,0,NO BET,2,314.0
41,4.0,0.0,0.0,0.0,6,5,1,1,0.6686,0.5982,Banker,21,WIN,2,335.0
1,3.0,2.0,0.0,0.0,0,1,1,1,0.4926,0.5079,Player,0,NO BET,0,315.0
2,5.0,6.0,1.0,9.0,5,0,1,1,0.4516,0.4945,Player,0,NO BET,0,315.0
3,6.0,0.0,0.0,2.0,x,5,0,1,0.4537,0.4921,Banker,0,NO BET,0,315.0
4,6.0,8.0,0.0,6.0,0,x,1,0,0.2072,0.4685,Banker,0,NO BET,0,315.0
5,0.0,0.0,4.0,2.0,5,3,1,0,0.7866,0.5336,Tie,0,NO BET,2,315.0
6,0.0,4.0,2.0,5.0,3,1,1,1,0.7857,0.5343,Tie,0,NO BET,2,315.0
7,8.0,6.0,4.0,8.0,0,0,1,1,0.4607,0.4924,Player,0,NO BET,0,315.0
8,0.0,2.0,4.0,8.0,1,0,1,1,0.4642,0.4926,Player,0,NO BET,0,315.0
9,4.0,0.0,0.0,0.0,7,1,1,1,0.4689,0.4939,Tie,0,NO BET,0,315.0
10,0.0,4.0,8.0,2.0,8,0,1,1,0.4692,0.4937,Player,0,NO BET,0,315.0
11,9.0,1.0,0.0,8.0,x,x,0,0,0.4792,0.495,Banker,0,NO BET,0,315.0
12,9.0,0.0,1.0,8.0,x,x,0,0,0.4899,0.4909,Tie,0,NO BET,0,315.0
13,5.0,4.0,6.0,9.0,x,x,0,0,0.4904,0.4932,Player,0,NO BET,0,315.0
14,5.0,7.0,1.0,4.0,2,x,1,0,0.4906,0.4943,Banker,0,NO BET,0,315.0
15,2.0,6.0,7.0,6.0,x,x,0,0,0.7468,0.5355,Player,0,NO BET,2,315.0
1,0.0,0.0,0.0,0.0,8,0,1,1,0.4926,0.5079,Player,0,NO BET,0,315.0
1,6.0,0.0,4.0,6.0,x,0,0,1,0.4926,0.5079,Player,0,NO BET,0,299.0
2,2.0,0.0,2.0,4.0,9,x,1,0,0.2033,0.4672,Banker,0,NO BET,0,299.0
3,0.0,0.0,0.0,0.0,7,9,1,1,0.7886,0.5361,Banker,0,NO BET,2,299.0
4,0.0,1.0,2.0,0.0,3,4,1,1,0.4565,0.4937,Banker,0,NO BET,0,299.0
5,0.0,0.0,0.0,2.0,5,5,1,1,0.4565,0.495,Banker,0,NO BET,0,299.0
6,6.0,0.0,5.0,8.0,x,5,0,1,0.4627,0.4941,Banker,0,NO BET,0,299.0
7,9.0,1.0,0.0,3.0,7,3,1,1,0.214,0.47,Player,0,NO BET,0,299.0
8,0.0,0.0,2.0,4.0,9,x,1,0,0.4628,0.4952,Player,0,NO BET,0,299.0
9,8.0,8.0,8.0,9.0,x,x,0,0,0.7716,0.5389,Banker,0,NO BET,2,299.0
10,4.0,0.0,0.0,0.0,3,3,1,1,0.49,0.4972,Player,0,NO BET,0,299.0
11,9.0,1.0,0.0,0.0,0,5,1,1,0.4704,0.503,Banker,0,NO BET,0,299.0
12,6.0,1.0,1.0,0.0,x,4,0,1,0.4844,0.5041,Player,0,NO BET,0,299.0
13,8.0,0.0,3.0,0.0,x,x,0,0,0.3359,0.4695,Player,0,NO BET,0,299.0
14,9.0,8.0,9.0,0.0,x,x,0,0,0.5132,0.495,Banker,0,NO BET,2,299.0
15,8.0,3.0,0.0,0.0,5,7,1,1,0.5191,0.4969,Banker,0,NO BET,2,299.0
16,5.0,4.0,0.0,0.0,x,x,0,0,0.4697,0.5066,Player,0,NO BET,0,299.0
17,0.0,0.0,4.0,0.0,3,1,1,1,0.5153,0.4985,Banker,0,NO BET,2,299.0
18,3.0,0.0,7.0,0.0,0,x,1,0,0.4697,0.5058,Banker,0,NO BET,0,299.0
19,4.0,2.0,9.0,0.0,x,x,0,0,0.6725,0.5475,Banker,0,NO BET,2,299.0
20,0.0,0.0,9.0,7.0,0,x,1,0,0.5153,0.5053,Banker,0,NO BET,2,299.0
21,0.0,6.0,8.0,1.0,x,x,0,0,0.6669,0.5523,Banker,0,NO BET,2,299.0
22,7.0,0.0,2.0,8.0,x,4,0,1,0.5089,0.5084,Player,0,NO BET,2,299.0
23,6.0,9.0,2.0,1.0,1,7,1,1,0.3607,0.4652,Player,0,NO BET,0,299.0
24,9.0,5.0,0.0,7.0,9,x,1,0,0.4703,0.5051,Banker,0,NO BET,0,299.0
25,6.0,6.0,2.0,9.0,0,7,1,1,0.6675,0.5608,Banker,0,NO BET,2,299.0
26,6.0,0.0,7.0,1.0,x,x,0,0,0.4703,0.5082,Banker,0,NO BET,0,299.0
27,0.0,6.0,3.0,0.0,x,4,0,1,0.5092,0.5217,Banker,0,NO BET,2,299.0
28,8.0,7.0,0.0,3.0,9,0,1,1,0.3619,0.4702,Player,0,NO BET,0,299.0
29,6.0,0.0,6.0,6.0,x,9,0,1,0.4704,0.5127,Player,0,NO BET,0,299.0
30,0.0,0.0,0.0,5.0,3,x,1,0,0.3615,0.4775,Banker,0,NO BET,0,299.0
31,5.0,2.0,4.0,3.0,x,x,0,0,0.667,0.5758,Tie,0,NO BET,2,299.0
32,4.0,5.0,0.0,2.0,x,x,0,0,0.509,0.5373,Player,0,NO BET,2,299.0
33,4.0,3.0,2.0,1.0,x,2,0,1,0.5108,0.5405,Player,0,NO BET,2,299.0
34,6.0,0.0,9.0,0.0,x,x,0,0,0.3615,0.4781,Player,0,NO BET,0,299.0
1,7.0,8.0,0.0,8.0,x,x,0,0,0.4926,0.5079,Banker,0,NO BET,0,342.0
2,2.0,0.0,5.0,9.0,0,x,1,0,0.4922,0.509,Banker,0,NO BET,0,342.0
3,5.0,0.0,0.0,6.0,5,x,1,0,0.7892,0.5394,Banker,0,NO BET,2,342.0
4,0.0,4.0,5.0,5.0,9,x,0,0,0.7892,0.5356,Unknown,0,NO BET,2,342.0
1,3.0,5.0,2.0,1.0,x,x,0,0,0.4926,0.5079,Player,0,NO BET,0,331.0
2,8.0,7.0,7.0,0.0,8,0,1,1,0.4926,0.5097,Tie,0,NO BET,0,331.0
3,3.0,2.0,0.0,5.0,0,x,1,0,0.4516,0.4953,Tie,8,NO BET,0,331.0
4,8.0,7.0,2.0,1.0,7,9,1,1,0.7892,0.5439,Tie,0,NO BET,2,331.0
5,5.0,1.0,5.0,0.0,5,x,1,0,0.4537,0.4997,Player,8,WIN,0,339.0
6,5.0,4.0,9.0,7.0,x,x,0,0,0.7901,0.5405,Player,0,NO BET,2,339.0
7,9.0,7.0,8.0,6.0,x,8,0,1,0.49,0.5037,Player,0,NO BET,0,339.0
8,1.0,0.0,0.0,7.0,6,x,1,0,0.2066,0.4758,Tie,0,NO BET,0,339.0
9,7.0,1.0,8.0,0.0,x,x,0,0,0.7859,0.5376,Tie,0,NO BET,2,339.0
10,5.0,6.0,3.0,4.0,4,x,1,0,0.496,0.5014,Banker,0,NO BET,0,339.0
11,2.0,3.0,7.0,0.0,3,x,1,0,0.7902,0.5368,Player,0,NO BET,2,339.0
12,0.0,7.0,3.0,0.0,x,7,0,1,0.7884,0.5392,Player,0,NO BET,2,339.0
13,0.0,7.0,0.0,0.0,x,0,0,1,0.2153,0.4785,Player,0,NO BET,0,339.0
14,1.0,2.0,6.0,0.0,0,x,1,0,0.2214,0.4772,Banker,0,NO BET,0,339.0
15,7.0,3.0,0.0,8.0,x,x,0,0,0.775,0.5469,Banker,0,NO BET,2,339.0
